cancel_order_buy_price,cancel_order_buy_volume,cancel_order_sell_price,cancel_order_sell_volume,execute_order_buy_price,execute_order_buy_volume,execute_order_sell_price,execute_order_sell_volume,new_order_buy_price,new_order_buy_volume,new_order_sell_price,new_order_sell_volume,time_index_volume
3435.9887,0.0,3446.7371,0.0,3440.5676,137.8919,3440.5676,137.8919,3438.3484,295.1075,3447.1831,405.9479,2016-04-29 14:08:15.847000$$2016-04-29 14:13:16.171
3443.4875,0.0,3452.7123,0.0,3448.4731,122.1183,3448.4516,122.1183,3444.2827,256.3223,3452.9738,304.0537,2016-04-29 14:13:16.171000$$2016-04-29 14:18:16.213
3447.4213,0.0,3456.2512,0.0,3451.3167,105.75,3451.3167,105.75,3448.0641,217.0,3456.3207,281.1033,2016-04-29 14:18:16.213000$$2016-04-29 14:23:16.224
3447.3703,0.0,3455.914,0.0,3450.7064,100.5872,3450.6972,100.5872,3447.0182,334.1821,3454.981,285.397,2016-04-29 14:23:16.224000$$2016-04-29 14:28:17.378
3443.1218,0.0,3451.555,0.0,3446.7937,155.5714,3446.7778,155.5714,3442.9699,325.2343,3450.9632,396.0604,2016-04-29 14:28:17.378000$$2016-04-29 14:33:17.389
3443.3427,0.0,3450.9062,0.0,3447.3922,159.9412,3442.1176,159.9412,3443.9911,294.5415,3451.266,401.0691,2016-04-29 14:33:17.389000$$2016-04-29 14:38:17.467
3445.7996,0.0,3453.668,0.0,3449.087,133.5435,3449.087,133.5435,3445.9788,276.4753,3453.166,318.4585,2016-04-29 14:38:17.467000$$2016-04-29 14:43:17.579
3437.7776,0.0,3446.1049,0.0,3441.6207,152.2931,3441.6207,152.2931,3436.8736,373.602,3445.0183,349.4022,2016-04-29 14:43:17.579000$$2016-04-29 14:48:18.891
3427.68,0.0,3436.8125,0.0,3432.8209,101.1194,3432.8209,101.1194,3426.5745,497.129,3435.2154,401.7229,2016-04-29 14:48:18.891000$$2016-04-29 14:53:19.066
3413.9185,0.0,3422.8982,0.0,3417.2735,197.5299,3417.2735,197.5299,3413.7478,323.763,3422.8671,331.9067,2016-04-29 14:53:19.066000$$2016-04-29 14:58:19.152
3416.1598,0.0,3425.1713,0.0,3420.2714,92.7571,3420.2429,92.7571,3415.877,356.4714,3424.0966,330.472,2016-04-29 14:58:19.152000$$2016-04-29 15:03:19.166
3411.4522,0.0,3420.0709,0.0,3415.2692,104.5,3415.2692,104.5,3411.2535,329.4721,3419.4172,381.2566,2016-04-29 15:03:19.166000$$2016-04-29 15:08:19.461
3403.3755,0.0,3411.7173,0.0,3406.9286,138.3143,3406.9286,138.3143,3402.9415,361.1341,3411.1084,325.2193,2016-04-29 15:08:19.461000$$2016-04-29 15:13:19.614
3404.5009,0.0,3413.2519,0.0,3408.8472,127.8472,3408.6567,128.3433,3405.555,353.8796,3413.7258,388.7768,2016-04-29 15:13:19.614000$$2016-04-29 15:18:19.668
3410.1314,0.0,3418.2912,0.0,3413.4176,122.2637,3413.4176,122.2637,3410.1962,310.4325,3418.0971,376.5275,2016-04-29 15:18:19.668000$$2016-04-29 15:23:20.124
3405.1949,0.0,3413.653,0.0,3408.5,194.0521,3408.5,194.0521,3404.9102,320.1324,3412.9455,376.7474,2016-04-29 15:23:20.124000$$2016-04-29 15:28:20.730
